captured_at,captured_at_epoch,contract,dte,future,iv_pct,5DP,15DP,25DP,35DP,45DP,45DC,35DC,25DC,15DC,5DC
2026-08-29T01:03:45.334785+07:00,1787940225.335,G1TU6,3.98,4490.7,20.92,4304.5767,4379.2505,4418.8266,4446.0509,4471.575,4497.791,4523.7666,4551.2814,4591.9643,4675.5315
2026-08-29T01:08:19.868045+07:00,1787940499.868,G1TU6,3.97,4486.5,20.88,4304.5368,4377.958,4417.0039,4443.9869,4469.3689,4495.4955,4521.4387,4548.9507,4589.5268,4672.5777
2026-08-29T01:14:11.289189+07:00,1787940851.289,G1TU6,3.97,4477.0,21.03,4298.4659,4371.7854,4410.8209,4437.8766,4463.3728,4489.6331,4515.7426,4543.4747,4584.289,4667.3982
2026-08-29T01:19:54.140603+07:00,1787941194.141,G1TU6,3.96,4476.9,20.86,4303.6136,4376.6118,4415.2725,4442.0416,4467.3407,4493.4353,4519.3463,4546.8063,4587.2606,4669.9119
2026-08-29T01:25:22.747183+07:00,1787941522.747,G1TU6,3.96,4477.2,20.85,4301.7351,4373.9409,4412.4092,4439.1072,4464.3234,4490.3465,4516.2481,4543.7703,4584.3163,4667.0463
2026-08-29T01:31:19.417164+07:00,1787941879.417,G1TU6,3.96,4478.0,20.84,4302.3009,4375.2362,4413.7514,4440.4838,4465.7496,4491.7407,4517.5397,4544.953,4585.1626,4666.1962
2026-08-29T01:37:05.656143+07:00,1787942225.656,G1TU6,3.95,4474.1,20.95,4296.2983,4368.5807,4407.0028,4433.7428,4459.0259,4485.0842,4511.0401,4538.7136,4579.3536,4661.2925
2026-08-29T01:42:19.388204+07:00,1787942539.388,G1TU6,3.95,4468.6,20.9,4292.7751,4364.8459,4403.1619,4429.8694,4455.0894,4481.0163,4506.8204,4534.3539,4574.6595,4655.2835
2026-08-29T01:47:09.568900+07:00,1787942829.569,G1TU6,3.95,4467.8,21.07,4292.21,4364.1339,4402.5947,4429.4981,4454.9061,4481.0177,4506.9952,4534.6363,4574.8922,4655.2316
2026-08-29T01:53:08.330250+07:00,1787943188.33,G1TU6,3.94,4462.2,21.05,4288.9581,4361.2296,4399.6633,4426.5196,4451.8923,4477.9443,4503.8593,4531.5067,4571.8222,4651.9029
2026-08-29T01:58:46.267661+07:00,1787943526.268,G1TU6,3.94,4467.4,21.18,4293.7489,4366.6903,4405.3611,4432.3987,4457.9677,4484.2046,4510.2798,4538.0755,4578.4798,4658.2976
